şu mekanlara temiz düzgün insanlar bakamadı oto parklarından garsonlarına hep kimsenin beğenmediği insanları koyuyorlar üzgünüm ama bu acı bir gerçek nerede mafya tipli insanlar hepsi orada ;,1
alanya da bir ilk gerçekleşti ;,1
 ve rusya vaka sıralamasında ilk te moskova istanbul ucanlar sonrasinda güney icin ichat ucusu yapiyor her taraftan tehlike aksine bizi turizm kurtarmayacak ;,0
antalya nın falez plajları açıldı ;,1
 bir dönem türkiye nin önde gelen turizm markasıydı milyonu aşkın borç ile iflası istendi ;,0
yenisezon antalya da turizm kışın da devam edecek  ;,0
merkel e hitler benzetmesi yap ve simdi de turist icin taa almanya ya gel  ;,1
afyonkarahisar senden özür diliyorum bu kadar kenarından geçip içini az bilmek de benim ayıbım termal lokum sucuk ekmek kadayıfı doğallığını koruyabilmiş çarşılar camiler konaklar evler  ;,1
covid tatil bütçesini kıstı ;,1
seyahat et kendini keşfet yaşamı sınırsız bir maceraya dönüştür ;,1
 başkenti yükselişinin girdi maliyetlerini arttiracaginin farkında kötü geçen bir sezonun hasar tespiti daha yapılmadı sektörünü zor bir kış ayı bekliyor ;,0
sertap erener den konserde salgın uyarısı ;,1
 antalya gençlik kamplarında yurt dışı türkler başkanlığı ile gelen misafirlerimizden geriye kalan kareler  ;,1
 misis  dünyaya tanıtacağız ;,1
doğamız en değerli evimiz haziran dünya çevre günü kutlu olsun  ;,1
italya dan ülkemize iadesi sağlanan yıllık lidya yazıtı ankara ya ulaştı ve anadolu medeniyetleri müzesi nde sergiye sunuluyor ;,1
karadeniz huser rize yayla bulut bulutdenizi horon eşi benzeri olmayan güzellik   ;,1
cennet akbük koyu nda kıyılardan elini çek  ;,1
 yıl önce katıldığım bir kültürel festival japonyadaki hayatımı nasıl değiştirdi nasıl yıllıkcilik kariyerim değişti festivals nasıl ülkedeki turizm endüstrisinin gelişimine katkı sağlayabilir ne tür zorlukları var japon ulusal basınındaki röportajım ;,1
otellerde maliyet artışlarını hangi kalem sürükledi ;,0
zeugma mozaik müzesi nde eser kayıp   ;,1
yarın işler açıldığında turizm d1e nitelikli personel kalmayacak neden mi ;,0
perge antik kenti nde giyimli kadın heykeli bulundu  ;,1
sırf istatistiklerde işsizlik oranları tavan yapmasın diye yasa çıkarıp insanların çalışmadığı işlerden çıkarılmasını da engelliyorlar ya ben daha ne diyeyim  ;,0
amasya da gezilecek yerler neresidir ;,1
türkiye otelciler birliği pandemi gölgesinde geçen ağustos ayına ilişkin konaklama sektörü doluluk oranlarını açıkladı  ;,0
 intikam turizmi dövizlerimizi geri getirir mi;,0
türkiye mavi tur pazarının büyüklüğü milyon dolara ulaştı ;,0
turizm girişimcilerini ve sektörü hijyene yatırım kurtaracak ;,0
turizm sektör yerinde inceleyelim dedik oteller sessiz sakin daha önce hiç böyle görmedim corona tedbirleri üst düzeyde   ;,0
bu senenij turistleri gelmeye basladi ben agustosda turist gelecegini dusunuyordum ama turizimci arkadaslar umitsizdi umarim hem onlara hem de ulkemizdeki dolara dusurmede yardimci olur bir nebze  ;,0
beş yıldızlı oteller çardakları kurmaya başladı ;,0
kültür ve sanat tesislerinde uygulanacak koronavirüs tedbirleri açıklandı ;,1
turizm sezonu değil ama güya mavi bayraklı kadinlardenizi nden sonra longbeach deki rögar patladı evet evet solda gördüğünüz şey rögar boklar direk denize akiyor aydin da kusadasi turizme hazır bok kokusu bedava mikrop bedava aman maskelerinizi takin ;,0
yabancı gezginler türkiye nin güzelliklerine hayran kaldı;,1
istanbul un ve istanbul havalimanı nın dünyadaki bilinirliğine katkı sağlayacak yeni tasarımlar belirlendi   ;,0
bugün çok mutlu olmalıyız çünkü güvercin adamızın kalesi unesco dünya mirası geçici listesinde ;,1
lufthansa grubu bünyesindeki havayollarının eylül itibariyle toplam milyon müşteriye yaklaşık milyar euro tutarında iade yaptığını duyurdu;,0
 bu ya biri desin sen turizm sektöründesin pandemi değil sektörü uçuyor ne mal hisse lan bu ;,0
kaputaş plajı kapılarını tatilcilere açtıantalya da eşsiz rengiyle dünyaca ünlü kaputaş plajı nda koronavirüs nedeniyle uygulanan kısıtlamanın kaldırılmasıyla güneşin ve denizin keyfi yaşanmaya başlandı ;,0
trakya nın efes i marmara ereğlisi perinthos bazilikası turizme kazandırılması için var gücümüzle çalışıyoruz ;,1
görmeye değer zazadın hanı kervansarayı kubbesi orjinal haline kavuştu ;,1
tavlı muğla turizmde en önemli şehirlerdenmuğla valisi orhan tavlı kurum ziyaretleri kapsamında il kültür ve turizm müdürlüğünü ziyaret ederek müdürlüğün çalışmaları hakkında bilgi aldı   ;,0
turistlerin uğramadan geçmediği bir mütevazi sokak vefa  ;,1
 aynı şehir iki farklı belediye aralarında metreler var lakin sanat ve estetik anlayışları arasında uçurum beton dökme ve ben yaptım oldu anlayışıyla sanat olmaz anlamıyorsanız yapmayın ya da iki metre ötenizde hazır yapılmışından ibret alın ;,1
türkler corona morona dinlemiyor  ;,1
  ersoy şu ana kadar yaklaşık otelin güvenli turizm sertifikası aldığını ve bu sayının bine ulaşmasını hedeflediklerini dile getirdit ;,0
türkiye deki ekonomik düzelme dünyadaki düzelme ile paralel olacaktır;,0
kazanmak istersen sen de zaferi gürleyen sesinle doldur gökleri zafer dedikleri kahraman peri susandan kaçar da coşana gider   ;,1
konyaaltı sahilinde yeni kurallar belli oldu rastgele giriş tarihe karıştı tatilcileri ve halkı çok zorlayacak  ;,0
ankara da turizm potansiyeli artıyor  ;,0
 avustralya basını türkiye dev bir lüks gemi mezarlığına döndü ;,1
sivas divriği ilçesinde uygulanacak cam seyir teras projesi ilçenin turizmini zirveye çıkaracak  ;,0
caddelerinde sürü halinde dolaşan köpeklerle birlikte antalya da turist olmak çok hoş korunma sanatını ücretsiz uygulamalı öğreniyorsunuz  ;,1
nemrut dağı hakkında kısa seyahat bilgileri  ;,1
 da ki son yazım yayında ve sektörünün durumuna derinden girdim belki de hiç bilmediğiniz duymadığınız konuları yazdım kalbi olan yavaş okusun soğumadan tüketin ;,1
şanlıurfa sakıbın köşkü cazibe merkezine dönüşüyor  ;,1
bodrumda oteller denize mermer tozu döktü oteli kapatıp işletmecileri müebbet hapse atmak yerine sadece para cezası verdiler verilen ceza tl otelin günlük cirosu belki de deniz yaşamına verilen zarar katrilyonlar;,0
havuzlar için önlemler alınmış ana haberde diyor ki orta boyuttaki bir site havuzu göstererek bu boyutta bir havuza ten fazla kişi girmeyecek havuzun sırası duşun sırası nasıl olacak onu anlatamıyor ;,0
pandemi de en çok darbe gören sektör turizm şirketleri sezon başlangıcında başlayıp hala devam eden süreçte hisselerini de olumsuz etkilemesi normal sanırım bir pakette onlara lazım  ;,0
bakanlığın adı kültür ve turizm kültür örf det anane inanç gibi bizi biz yapan değerlerdir türizm ülkemizde kıyı şeritleri olarak algılanmaktadır bu iki kavramı kapitalist sistemde zoraki bir araya getirseniz kültürünüzün önemi kalmaz değersizleştirsiniz ;,1
 da çekmiştim yine yeni yeniden meydan kargalara kaldı ;,1
dünya seyahat ve turizm konseyi wttc güvenli destinasyonlar uygulamasını safe travels başlattı türkiye onay alan ilk ülkelerden biri oldu  ;,0
 covid etkisi finansal açıdan zorlanan romanyalı düşük bütçeli havayolu blue air konkordato başvurusunda bulundu  ;,0
rumkale  cam teras yapılacak ;,0
şehrin turizmine katkı verecek üç yeni proje onaylandı bld ;,0
turizm harika gidiyor sezon full ;,1
 bana kendimdeki asla tanışma şansım olmayacak kısımlarımı hatırlatıyorsun ;,1
lezzetlerini tatmak kültürünü keşfetmek güzelim çukurova insanıyla tanışmak ve harika manzaralar görmek için osmaniyeye git ;,1
sektörü bu yaz yüzde lik kayba uğradi ;,0
ege ile akdeniz in buluştuğu cennet datça ;,1
turizm acenteleri daha fazla destek bekliyor  ;,0
her ne kadar ismi turizm ile anılsa da çeşme ilçemizde önemli bir tarımsal potansiyel vardır bugün ki çeşme programımız kapsamında bizlere eşlik eden ilçe başkanımızla birlikte üreticilerimizle buluşuyoruz ;,0
türk dizi ve filmlerinin turizme katkısı kanıtlandı seyredenler türkiye ye gelmek istiyor ;,1
türkiye ye bu yaz en çok alman turist gelditürkiye yi ocak ağustos döneminde milyon bin yabancı turist ziyaret etti turistlerin geldiği ülkeler arasında bin kişiyle almanya ilk sırada yer aldı  ;,0
maske geç kaldınız turizm kazansın diye çok insanin hayatına girdiniz dur diyin diyecemde kış geliyor yasaklar başlar bu saatten sonra ne olsa turizm bitti sevmeyi de biliriz elestirmeyide ;,0
corona virüs sebebi kesinlikle turizm bakanıdır onun otellerinden para kazanma hırsıdır bilimi vatandaşı değil parayı sevmesidir umarım bu kadar insan canına değecek kadar çok kazanmıştır   ;,0
holywood yıldızı coronayı atlattı ege ye tatile geldi  ;,1
yemyeşil ağaçların süslediği dağ manzaralı odalarımızda tabiatın enerjisiyle bütünleşebilirsiniz  ;,1
 aylık veriler ortaya çıktı seyahat acentaları varlık yokluk savaşı veriyor;,0
türkiye yi ayda yaklaşık milyon turist ziyaret etti ;,0
gümüşler manastırı ve andaval ören yeri koronavirüs normalleşme sürecinde yeniden ziyaretçilere açıldı  ;,1
antalya ayda milyon bin turistin adresi oldu turizmin başkenti antalya  ayda ülkeden milyon bin turist geldi;,0
 turizm sektörünün aldığı darbeyi teşviklerle ve politik tavırlarla yumuşatmak devletin görevidir ;,0
tabiat turizminde marka olma yolunda bir müjde daha doğa harikası ilimiz kastamonu ya bir tabiat parkı daha eklendi küre ilçemizde yer alan ersizlerdere kanyonu türkiye nin tabiat parkı olarak ilan edildi ;,1
hiç bu kadar boş sakin bir antalya görmemiştim bu sene zor geçecek allah esnafına yardım etsin inşallah  ;,0
efes selçuk ta normalleşme zirvesi bütün işletmeler selluka sahibi olmalı ;,0
sayın bakanım biz turizm sektöründekiler taş yiyoruz farkında mısınız ;,0
ft bu defa manipülasyon rotasını türk turizmine yönlendirdi  ;,0
muğla nın bodrum ilçesinde polis beach cluplarda güvenlik ve huzur operasyonu gerçekleştirdi  ;,1
corendon kış aylarında da köprü olmaya devam edecek   ;,0
neden turist gelmiyor diye saçmalamaya başlarlar yakında şark uyanıklığı ile yol almadığınızı bir türlü öğrenemedik   ;,0
eski günlere özlem duyuyoruz  ;,1
macaristan ın bölgelerini tanıtmaya devam ediyoruz marianna nyitrai bize doğasıyla herkesi büyüleyen ve müzikteki yeteneğiyle ön plana çıkan s rköz u anlatıyor ;,1
tabiat parkındaki şelale de koronavirüs sessizliği;,1
casa dell arte otel in iskeleyi kapattığı levha kaldırıldı ;,1
matruşka gibi her zaman şaşırtmaya devam eden rusya keşfedilmeyi bekliyor ;,1
turizmin yel değirmenleri turizm sektörünün don kişot ları yel değirmenlerine karşı turizm kavramlarının geniş bir açıdan güzel bir değerlendirmesi   ;,0
türkiye çin yeni paradigmalar çalıştayı istanbul da ;,1
 ankara uluslararası film festival kültür ve turizm bakanlığının desteğiyle gerçekleştirilecek ;,1
doğal güzelliği ile sakarya da turizmin uğrak noktası olan sapanca göl ümüz aynı zamanda önemli su sporlarına ev sahipliği yapıyor ;,1
komşularla sıfır sorun dendi aldık mı meyvesini avrupaya kapılar kapalı ;,0
 çin türkiye için çok önemli bir pazar ve büyük şans yılından itibaren çin den türkiye ye turist getirdiğini söyleyen turizmci gökhan şişman iki ülkenin turizm potansiyelini değerlendirdi ;,0
turizme büyük katkı ;,0
rivayet odur ki günbatımının en güzel izlendiği yer çalış plajıdır.;,1
ne güzel adamlar temiz pak yapıp teslim etmişler hiç kimseye yaranamıyorlar bu restorasyon için kime ne kadar ödenmiş acaba ;,1
camimizi izlenmeye deger tarihten günümüze süregelen yapıtlar arasında yer alan namazgahını görüntüledik ;,1
askıda ekmek gibi askıda eleman isteyenler yakında askıda turist var mı diye soracak ama iyi oluyor iyi bu günleri de mumla ararsınız inşallah ;,0
alaçatıda yetkili yok gürültü çok  yeter artık;,1
turizm havacılıkrusya ingiltere almanya dan uçak seferlerinin başlamasıyla antalya da turizm hareketleniyor hazirandaki yıllık lik daralmadan sonra ağust eylül dönemindeki turizm gelirimizin seviyesinin u civarına gelmesini bekliyoruz ;,0
tav havalimanları tarafından işletilen izmir adnan menderes havalimanı nda corendon havayolları nın bu sezon düzenlediği ilk uçuş su takı ve çiçeklerle karşılandı ;,0
unesco kültür mirası geçici listesi ne giren beypazarı turizme hazır  ;,1
bugün eylül   unwto yi turizm ve kırsal kalkınma yılı olarak belirledi yine yeniden seyahat edebileceğimiz günlere en kısa zamanda kavuşmak dileğiyle  ;,0
tüketim ve turizmde kredi kartına taksit sayısı e çıktı  ;,0
 koronavirüsün turizm istihdamında yol açtığı zararın faturası hangi boyutlarda ;,0
adrasan tek başına bir dünya dır ;,1
kanlıböğet gezisi andırın minareli asma köprüden maraş ın saklı cennet kanlıböğet ;,1
 klaus schmidt den sonraki döneme ait bilgilere tam olarak hakim değiliz  ;,1
izmir fenerbahçeliler derneği hatıra ormanı kuracak;,1
otellerde artık zorunlu ayda bin tl ;,0
isviçre de gece kulübünde koronavirüs paniği ;,1
turizm sektöründe sosyal mesafeli turlar başladı  ;,0
maviyolculuk fırsatını kaçırma bu yaz sende yeniden nefes al  ;,1
kültür ve turizm bakanlığına bağlı müzelerdeki eser sayısı da azaldı ;,1
üç ayda bin yurt dışı yolcusuna test ;,0
mevsimlerden yaz tedbirleri olalım çimenlere basalım çiçekleri koparmayalım her zaman her yerde sağdan yürüyelim ;,1
dış hat uçuşları için tarih belli oldu işte ilk aşamada gidilebilecek ülkeler ;,0
ekim sıcakları turizmci ve tatilcilere yaradı ;,0
ilk koltuklu mercedes benz sprinter filosu teslim edildi ;,0
soyer rus tv kanalına konuştu turizmde önceliğimiz ;,0
hasan amca reklami olmazsa gerçek reklamimi çekerim bende ;,1
boztaş özel turizm destek paketi açıklanmalı;,0
turizm bakanı ersoy macaristan dan ve ingiltere den iyi haberler aldık inanıyorum ki ab den de yakın zamanda olumlu haberler gelecek     ;,0
burasi yeşilin tonu ile bezeli turizm şehri trabzon;,1
van da turizm işletmelerini sinekler istila etti  ;,0
antalya belediye turizm yetenek yönetimi diye bir olguyu bilmeyen aksine dünyanın en yetenekli insanları kendileri olduğunu zanneden belediye ve otel yönetimleriyle bu şehir bir arpa boyu yol alamadı alamaz da ;,0
 ülkeyi şirketler yönetiyor milli irade değil zengin işadamlarının iradesi hakim sonuç bu cüzdanlarımızın durumu vahim ;,0
turizm sektöründe covid riski ;,0
müthiş bir emek ben daha gidip göremedim umarım en kısa zamanda bu büyük antik metropolü görürüm ;,1
 dış hat uçuşlarında uçuş rezervasyonu olan yolcularına maksimum esnekliğe sahip yeniden rezervasyon avantajı sunuyor ;,0
lufthansa da çalışanlar tedirgin  ;,1
pandemi alaçatı yaz sezonunu nasıl etkiledi ;,1
rusya ile uçuşlar bugün başlıyorulaştırma ve altyapı bakanlığı rusya ile uçuşların bugün itibarıyla başlatılması konusunda iki ülkenin mutabık kaldığını söyledi;,0
merkel şarapları çekmiş bir de kasa kuyruğunda sıraya girmiş ;,1
 amaç turizmi değil şirketi olan turizm bakanını kurtarma çabasıdır ;,0
 ülkenin çoğu gibi yok sayılan kısımdayımda ondan ;,1
aksaray ihlara vadisi gezilecek en güzel yerler  ;,1
çanakkale nin kuzey ege deki turizm destinasyonlarından gökçeada ve bozcaada ilçelerinin ihtiyacı olan elektrik enerji sinin yenilenebilienerji kaynaklardan sağlanmasına ilişkin avrupabirliği ab destekli proje kabul edildi   ;,0
 fırat nehri ile merzimen çayı nın birleştiği noktadaki bir yarımada üzerinde yüksek kayalarla örtülü bir tepede konumlanmış tarihi bir kale rumkale ;,1
eylül ayına ilişkin nakdi ücret desteği ödemeleri ekimde başlıyor işsizlik ödeneğine hak kazanamayanlar ekimücretsiz izine ayrılmış olan çalışanlar ekimde ödemeleri gerçekleşiyor ;,0
seda sayan turizm elçisi oluyormuş boşuna demiyorlar kılavuzu karga olanın burnu boktan çıkmazmış diye yaz;,1
sürdürülebilir turizm için vizyon ve misyon belirlendi  ;,0
türkiye ye en fazla turist gönderen avrupa ve nedeniyle zaten küçülen turizm pastasını türkiye yle paylaşmak istemiyor anketler uzmanlar ve hükümetlerin açıklamaları bu yıl avrupalı ve rus turistin gelmeyeceğine işaret ediyor ;,0
avrupa birligi sene sonuna kadar ulke ab ulkeleri disinda diger ulkelere cikisi yasakladi avrupadan turist bekleyen isletmeler bu sene iflasin esigindeler avrupa ulkeleri turizm gelirlerini bu yasakla tedavi edicek;,0
 bir dönem türkiye nin önde gelen turizm markasıydı milyonu aşkın borç ile iflası istendi ;,0
haziran ayında istanbul a yabancı ziyaretçi gelirken bir önceki yılın haziran ayına göre istanbul a gelen turist sayısı azaldı;,0
burdan hepimiz cok ciddi yorumlar çıkartabiliriz benim fikrim zaman herşeyin ilacı önemli olan ayakta kalabilmemiz bizler alıştırıldıklarımızdan vazgeçemiyoruz ;,1
turizm bu demek değildir yazıklar olsun vizyonsuzluğunuza;,0
muhteşem erciyes ve turizm merkezi kayseri erciyesimizin bulutlarla dansı ;,1
güzel günler yakın;,1
kültür ve turizm bakanlığı mayıs ayında türkiye yi ziyaret eden yabancı sayısı geçen yılın aynı ayına göre azaldı;,0
 ve turizmine büyük katkı sunacak ;,0
antalyada koronaya rağmen turizm patladı ;,0
görmek isteyip gitme fırsatın olsaydı bu yerden hangisini gezmek ve hissetmek isterdin  ;,1
antalya kaş belediye turizm türkçe okuma yazmasını bilmiyor içerik tasarlayıp üretemiyorsanız sosyal medyada boy göstereceğim ben diye niye yırtınıyorsunuz bari susun da adam sansınlar ;,0
 turizm bakanından daha değerli olduğumuzu bu günde gösterin bize ;,0
istanbul kültür sanat vakfı genel müdürü görgün taner ileyeni dönemde kültür sanat etkinliklerinin içeriklerini canlı yayında konuşacağız ;,1
 bin yıllık korsan şehri keşfedilmeyi bekliyor;,1
avrupa da turizm örgütü yayınladıkları açık mektupla komisyon başkanı v der leyen e karantinanın yerine test uygulamasına geçerek milyon dan fazla sektör çalışanına yardımcı olması konusunda çağrıda bulundular    ;,0
önemli bir gün yeni bir başlangıç hepimizin umudu    ;,1
ulan kamu spotu bari yapma turizmi resmen millet tatile gitsin diye ağzım açık izledim vallahi pes ;,1
 antalya havalimanı temmuz ağustos döneminde kaç yolcuya hizmet verdi ;,0
0ersoy galataport tan başlayıp atatürk kültür merkezi ne kadar uzunan beyoğlu kültür yolu projesindeki son durumu anlattı;,1
turizm için normalleşen ülkeler pişman oldu turizm sezonu için sınırlarını açan ispanya ve yunanistan beklediği turist sayısını yakalayamadığı gibi koronavirüs vaka sayılarında da artış görünce kararından pişman oldu   ;,0
turizm söğüt oba kent projesi ile film platosuna dönecek osmanlı imparatorluğu nun temellerinin atıldığı her yıl yüzbinlerce kişinin ziyaret ettiği bilecik in söğüt ilçesi gerçekleştirilecek projeler sonrası adeta bir film platosuna dönecek  ;,1
muhteşem doğası ve tertemiz havasıyla ilçemizde cennetten bir köşe vezirköprü  ;,0
türsab yönetim kurulu başkanı firuz b bağlıkaya ve türsab heyeti bursa ticaret ve sanayi odası nı ziyaret etti ;,0
türkiye ye turist gönderen ülkeler almanya rusya ;,0
 yılında kurulmuş olan araç kiralama şirketi hertz covid salgınının yol açtığı ekonomik daralma nedeniyle amerika birleşik devletleri nde ilgili mahkemeye iflas koruma başvurusu yaptı ;,0
 bir turizm bakanı düşünün kaçak otel yapıp imar barışından yararlanıyor ve neden yapmayayım diyor biri çıkıp demiyor ki kardeş sen bakansın oteli nasıl kaçak yaparsın bu olay afrika da pırasa cumhuriyetinde olmuştur ;,0
pandeminin yaşandığı bugünlerde bursa yı yeniden keşfedebilirsiniz  ;,1
geçtiğimiz günlerde açıklanan israil ve birleşik arap emirlikleri arasındaki anlaşmanın ardından gözler iki ülke arasındaki başlaması olası uçuşlara ve turizm ilişkisine çevrildi ;,0
 deki hedeflere takvimi belirlenmiş projelerle ulaşılacak bu başta ve olmak üzere birçok sektörü yakından ilgilendiriyor projelerin ekonomik hayata getireceği en önemli ise ve olacak ;,0
ya gelen yabancı turist sayısı milyona yaklaştı koronavirüs tedbirleri kapsamında sağlıklı turizm hizmeti sunan antalya ya yılbaşından eylül e kadar milyon bin yabancı turist geldi  ;,0
türkiye yi ayda yaklaşık milyon turist ziyaret etti ;,0
alanya sokakları bomboş biz bize elfida dinliyoruz  ;,1
patron deme bana hepimiz ekmegimizin parasındayız ;,0
anlatım ekonomist yön şirketleri başarıya taşıyor ;,0
 italya nın torino kentindeki collegio carlo alberto fakültesi nden ekonomistlerin yaptığı bir araştırmada küçük bir kentle ilgili wikipedia sayfasının güncellenmesi yoluyla turizm gelirlerinde bin dolarlık artış kaydedilebileceği tespit edildi   ;,0
son aylarda dolaşımdaki para katına çıktı nisan ayında ihracat bir önceki yılın aynı ayına göre oranında azaldı en büyük döviz getiren sektör turizm için kayıp yıl olacak yeni basılan paralar inşaata teşvik olarak veriliyor peki bu döviz ne olacak ;,0
cuma akşamı öznuhoğlu turizm yetkilisi suat şirin ile karayolu yolcu taşımacılığı sektörü hakkında canlı sohbet gerçekleştireceğiz video ;,0
geçmiş yıllarda dopdolu olan sahiller bu yıl bomboş sahil plaj beachvirüs boş dolu;,1
antalya belediye turizm pitunun biri sektöre nitelikli eleman sağladığımızda daha iyi yerlere gelebiliriz diye yumurtlamış tl maaşla mı nitelikli eleman istihdam edeceksiniz ağzınızdaki puro tl ya hiç sopa yememişsiniz ya da çölde kutup ayısıyla yuvarlanmışsınız ;,0
turizm de yeniden açılım değerlendirmeleri için türkiye ve rakiplerin durumu ;,0
 işler den ihale uyarısı burayı gerçek turizmciler işletmeli ;,0
 turizm sektörü için kısa çalışma ödeneği prim gün şartı ortadan kaldırılarak en az ay daha uzatılmalı ;,0
 türk turizm pazarına daha fazla yoğunlaşmak için temel faaliyet alanını türkiye üzerine konumlandırıyor  ;,0
mercedes benz türk ten varan turizm e yılın teslimatı ;,0
benim hayalim kapadokya  ;,1
derin bir nefes almak gibi norveç  fiyortları;,1
turizm tedbirleri alinmis goruntu yildizli otel robotlu falan yani tatil virutik nedenlerle de yine zengine kısmet o tedbirleri kucuk isletme nasil alsin ;,0
 gündem fransız hükümeti binlerce muhtemel işten çıkarmanın önüne geçilmesi adına hava taşımacılığı sektörüne milyar luk bir yardım bütçesi ayırıldığını açıkladı şu ana kadarki devasa devlet yardımları  ;,0
kitapta yazmaz ege bölgesinde deprem olacak demişti deprem oldu devamı olacak mı ;,1
alman basınından türkiye nin turizmdeki kovid önlemlerine övgü ;,0
van da flamingoların konakladığı alanlar turizme kazandırılacak   ;,0
turizmin başkentinde koronavirüse geçit yok;,0
turizm esnafıyım vergi afı bekliyorum hacizlerin kaldırılması bize nefes aldırır boğuluyoruzz;,0
süleymaniye şifahane sokak çeşmesini tanıyalım bir gün tarih olacak eserler;,1
kültür ve turizm bakan yardımcısı ahmet misbah demircan türkiye genelinde avm  yer aldığını ve bunların içerisinde kültür merkezi gibi kütüphanelerin de olacağı çalışmaların devam ettiğini belirtti ;,1
ntv de lü ve li şezlonglar yalnızca ailelere verilecek diye bir haber izledim az evvel garip değil mi sizce de insanların tatile kimlerle birlikte gideceğine karışmak gibi birşey bu ya yasaklarsın ya açarsın bir gariplik var bu pandemi düzenlemelerinde;,1
 ibb pandemi sürecininin istanbul turizm istatistiklerine yansımalarını açıkladı;,0
çukurova  güneydeki koruyucusu toprakkale kalesi her tarafı tarih kokan osmaniye yi keşfetmen için bir neden daha durma osmaniye;,1
beyazgül den davet var şanlıurfa ya gel şanlıurfa göbeklitepe   ;,1
antalya belediye turizm vee antalya da hiçbir belediye ve turizm işletmesi sosyal medya hesaplarını yönetemez çünkü bu mecralar medyanın ne olduğu ne olması gerektiği sosyoloji ve psikoloji ilimlerinin yanına uğramamış kişiler tarafından yönetilmektedirler ;,0
güvenli turizm belgesi dönemi başladı ;,0
